ID,PARENT_ID,URI,FILE_PATH,NAME,METHOD,STATUS,SIZE,TYPE,EXT,LAST_MODIFIED,EXTENSION_MISMATCH,MD5_HASH,FORMAT_COUNT,PUID,MIME_TYPE,FORMAT_NAME,FORMAT_VERSION
18,3,file:/Users/Jane/Documents/UIUC/452/final-project/marijuanachallenge/adams_files/regularscreen.gif,/Users/Jane/Documents/UIUC/452/final-project/marijuanachallenge/adams_files/regularscreen.gif,regularscreen.gif,Signature,Done,98,File,gif,2007-11-25T12:07:44,FALSE,5264f6d9b6ebdb372db6f1c41798c2bc,1,fmt/4,image/gif,Graphics Interchange Format,89a
22,3,file:/Users/Jane/Documents/UIUC/452/final-project/marijuanachallenge/adams_files/select.gif,/Users/Jane/Documents/UIUC/452/final-project/marijuanachallenge/adams_files/select.gif,select.gif,Signature,Done,109,File,gif,2007-11-25T12:07:44,FALSE,bc9b49a459268b8726c500dd11992305,1,fmt/4,image/gif,Graphics Interchange Format,89a
20,3,file:/Users/Jane/Documents/UIUC/452/final-project/marijuanachallenge/adams_files/switch_text_mode.gif,/Users/Jane/Documents/UIUC/452/final-project/marijuanachallenge/adams_files/switch_text_mode.gif,switch_text_mode.gif,Signature,Done,330,File,gif,2007-11-25T12:07:44,FALSE,4b50e84e73c4ffdecfd9e24fde87712e,1,fmt/4,image/gif,Graphics Interchange Format,89a
21,3,file:/Users/Jane/Documents/UIUC/452/final-project/marijuanachallenge/adams_files/twopage.gif,/Users/Jane/Documents/UIUC/452/final-project/marijuanachallenge/adams_files/twopage.gif,twopage.gif,Signature,Done,121,File,gif,2007-11-25T12:07:44,FALSE,17986d5d61bc550abc1c9aed154192c7,1,fmt/4,image/gif,Graphics Interchange Format,89a
28,3,file:/Users/Jane/Documents/UIUC/452/final-project/marijuanachallenge/adams_files/vp1195272088.js,/Users/Jane/Documents/UIUC/452/final-project/marijuanachallenge/adams_files/vp1195272088.js,vp1195272088.js,Extension,Done,90943,File,js,2007-11-25T12:07:44,FALSE,bc35134a33e72f71d0ca1c5929429745,1,x-fmt/423,application/javascript,JavaScript file,
25,3,file:/Users/Jane/Documents/UIUC/452/final-project/marijuanachallenge/adams_files/zoomin.gif,/Users/Jane/Documents/UIUC/452/final-project/marijuanachallenge/adams_files/zoomin.gif,zoomin.gif,Signature,Done,116,File,gif,2007-11-25T12:07:44,FALSE,89ab42571da9f7aa6bd78c360be4532d,1,fmt/4,image/gif,Graphics Interchange Format,89a
24,3,file:/Users/Jane/Documents/UIUC/452/final-project/marijuanachallenge/adams_files/zoomout.gif,/Users/Jane/Documents/UIUC/452/final-project/marijuanachallenge/adams_files/zoomout.gif,zoomout.gif,Signature,Done,115,File,gif,2007-11-25T12:07:44,FALSE,7b4af215d88ced70dce5695db43a544e,1,fmt/4,image/gif,Graphics Interchange Format,89a
23,2,file:/Users/Jane/Documents/UIUC/452/final-project/marijuanachallenge/affidavits/,/Users/Jane/Documents/UIUC/452/final-project/marijuanachallenge/affidavits,affidavits,,Done,,Folder,,2017-11-02T15:59:08,FALSE,,,,,,
35,23,file:/Users/Jane/Documents/UIUC/452/final-project/marijuanachallenge/affidavits/%24I30,/Users/Jane/Documents/UIUC/452/final-project/marijuanachallenge/affidavits/$I30,$I30,,Done,4096,File,,2008-10-10T09:31:50,FALSE,b1cf21b7e4a1c31110c6b2465d10e299,0,,,,
38,23,file:/Users/Jane/Documents/UIUC/452/final-project/marijuanachallenge/affidavits/Bonnie%20Affidavit.pdf,/Users/Jane/Documents/UIUC/452/final-project/marijuanachallenge/affidavits/Bonnie Affidavit.pdf,Bonnie Affidavit.pdf,Signature,Done,635510,File,pdf,2008-10-10T09:30:42,FALSE,ee8f3faaf0472b48e9c8bed8e6bcc3c2,1,fmt/18,application/pdf,Acrobat PDF 1.4 - Portable Document Format,1.4
40,23,file:/Users/Jane/Documents/UIUC/452/final-project/marijuanachallenge/affidavits/Grinspoon%20Affidavit-1.pdf,/Users/Jane/Documents/UIUC/452/final-project/marijuanachallenge/affidavits/Grinspoon Affidavit-1.pdf,Grinspoon Affidavit-1.pdf,Signature,Done,1304882,File,pdf,2008-10-10T09:31:50,FALSE,f2c5dfb8ff4bc85c5946812a805af843,1,fmt/18,application/pdf,Acrobat PDF 1.4 - Portable Document Format,1.4
39,23,file:/Users/Jane/Documents/UIUC/452/final-project/marijuanachallenge/affidavits/Miron%20Affidavit.pdf,/Users/Jane/Documents/UIUC/452/final-project/marijuanachallenge/affidavits/Miron Affidavit.pdf,Miron Affidavit.pdf,Signature,Done,1143010,File,pdf,2008-10-10T09:31:16,FALSE,6cff2ae364be4fb2f79592c7573fbab3,1,fmt/18,application/pdf,Acrobat PDF 1.4 - Portable Document Format,1.4
36,23,file:/Users/Jane/Documents/UIUC/452/final-project/marijuanachallenge/affidavits/Saunders-Affid.-signed.pdf,/Users/Jane/Documents/UIUC/452/final-project/marijuanachallenge/affidavits/Saunders-Affid.-signed.pdf,Saunders-Affid.-signed.pdf,Signature,Done,611255,File,pdf,2008-10-10T09:30:08,FALSE,451815eb1be5d84f651a3c58fc32cf10,1,fmt/18,application/pdf,Acrobat PDF 1.4 - Portable Document Format,1.4
27,2,file:/Users/Jane/Documents/UIUC/452/final-project/marijuanachallenge/appeal%20transcript%20and%20filings/,/Users/Jane/Documents/UIUC/452/final-project/marijuanachallenge/appeal transcript and filings,appeal transcript and filings,,Done,,Folder,,2017-11-02T15:59:08,FALSE,,,,,,
29,27,file:/Users/Jane/Documents/UIUC/452/final-project/marijuanachallenge/appeal%20transcript%20and%20filings/%24I30,/Users/Jane/Documents/UIUC/452/final-project/marijuanachallenge/appeal transcript and filings/$I30,$I30,,Done,12288,File,,2010-03-08T14:40:36,FALSE,2f506708dcad41274dd2e6d7df876cbb,0,,,,
41,27,file:/Users/Jane/Documents/UIUC/452/final-project/marijuanachallenge/appeal%20transcript%20and%20filings/BRIEF-final-2.doc,/Users/Jane/Documents/UIUC/452/final-project/marijuanachallenge/appeal transcript and filings/BRIEF-final-2.doc,BRIEF-final-2.doc,Container,Done,145920,File,doc,2008-11-11T08:36:22,FALSE,6ebdbd7eeaf89d77b5f4b773231ad5f9,1,fmt/40,application/msword,Microsoft Word Document,97-2003
44,27,file:/Users/Jane/Documents/UIUC/452/final-project/marijuanachallenge/appeal%20transcript%20and%20filings/BRIEF-final-3a.doc,/Users/Jane/Documents/UIUC/452/final-project/marijuanachallenge/appeal transcript and filings/BRIEF-final-3a.doc,BRIEF-final-3a.doc,Container,Done,196608,File,doc,2008-11-11T09:38:26,FALSE,a7741e9da3ca7cab540488f6df7c57ac,1,fmt/40,application/msword,Microsoft Word Document,97-2003
43,27,file:/Users/Jane/Documents/UIUC/452/final-project/marijuanachallenge/appeal%20transcript%20and%20filings/BRIEF-final-4.doc,/Users/Jane/Documents/UIUC/452/final-project/marijuanachallenge/appeal transcript and filings/BRIEF-final-4.doc,BRIEF-final-4.doc,Container,Done,150528,File,doc,2008-11-11T09:39:00,FALSE,0bf1218d84d202e2d09261d539949c74,1,fmt/40,application/msword,Microsoft Word Document,97-2003
30,27,file:/Users/Jane/Documents/UIUC/452/final-project/marijuanachallenge/appeal%20transcript%20and%20filings/Bonnie%20Affidavit-1.txt,/Users/Jane/Documents/UIUC/452/final-project/marijuanachallenge/appeal transcript and filings/Bonnie Affidavit-1.txt,Bonnie Affidavit-1.txt,Extension,Done,0,File,txt,2008-11-16T14:56:26,FALSE,d41d8cd98f00b204e9800998ecf8427e,1,x-fmt/111,text/plain,Plain Text File,
42,27,file:/Users/Jane/Documents/UIUC/452/final-project/marijuanachallenge/appeal%20transcript%20and%20filings/Cusick.juryselection%20transcript08-1.doc,/Users/Jane/Documents/UIUC/452/final-project/marijuanachallenge/appeal transcript and filings/Cusick.juryselection transcript08-1.doc,Cusick.juryselection transcript08-1.doc,Container,Done,118272,File,doc,2008-09-29T06:33:00,FALSE,19425e0834128469d0756a8d817d2749,1,fmt/40,application/msword,Microsoft Word Document,97-2003
45,27,file:/Users/Jane/Documents/UIUC/452/final-project/marijuanachallenge/appeal%20transcript%20and%20filings/Cusick.trialtranscript.doc,/Users/Jane/Documents/UIUC/452/final-project/marijuanachallenge/appeal transcript and filings/Cusick.trialtranscript.doc,Cusick.trialtranscript.doc,Container,Done,245760,File,doc,2008-09-29T06:39:56,FALSE,892aa9ebc07f892f54b23fb973c37a51,1,fmt/40,application/msword,Microsoft Word Document,97-2003
54,27,file:/Users/Jane/Documents/UIUC/452/final-project/marijuanachallenge/appeal%20transcript%20and%20filings/Marijuana%20article.pdf,/Users/Jane/Documents/UIUC/452/final-project/marijuanachallenge/appeal transcript and filings/Marijuana article.pdf,Marijuana article.pdf,Signature,Done,1205787,File,pdf,2008-11-17T16:21:16,FALSE,e98a22c559f2d2eb6956e4fc0cf66dc5,1,fmt/15,application/pdf,Acrobat PDF 1.1 - Portable Document Format,1.1
49,27,file:/Users/Jane/Documents/UIUC/452/final-project/marijuanachallenge/appeal%20transcript%20and%20filings/MarijuanaBriefMaster.02%20%28Epstein%29.doc,/Users/Jane/Documents/UIUC/452/final-project/marijuanachallenge/appeal transcript and filings/MarijuanaBriefMaster.02 (Epstein).doc,MarijuanaBriefMaster.02 (Epstein).doc,Container,Done,157184,File,doc,2008-11-15T09:31:36,FALSE,1e0dd56f6e9533324bb8755e99e94d16,1,fmt/40,application/msword,Microsoft Word Document,97-2003
51,27,file:/Users/Jane/Documents/UIUC/452/final-project/marijuanachallenge/appeal%20transcript%20and%20filings/MarijuanaBriefMaster.03%20%28fern%29.doc,/Users/Jane/Documents/UIUC/452/final-project/marijuanachallenge/appeal transcript and filings/MarijuanaBriefMaster.03 (fern).doc,MarijuanaBriefMaster.03 (fern).doc,Container,Done,151040,File,doc,2008-11-16T12:36:20,FALSE,7cc91dbc4bd045026c4d8287e2724740,1,fmt/40,application/msword,Microsoft Word Document,97-2003
50,27,file:/Users/Jane/Documents/UIUC/452/final-project/marijuanachallenge/appeal%20transcript%20and%20filings/MarijuanaBriefMaster.04%20%28fern%29.doc,/Users/Jane/Documents/UIUC/452/final-project/marijuanachallenge/appeal transcript and filings/MarijuanaBriefMaster.04 (fern).doc,MarijuanaBriefMaster.04 (fern).doc,Container,Done,148480,File,doc,2008-11-16T10:31:58,FALSE,f658774e0461c6fec50c805accd1375c,1,fmt/609,application/msword,Microsoft Word (Generic),6.0-2003
58,27,file:/Users/Jane/Documents/UIUC/452/final-project/marijuanachallenge/appeal%20transcript%20and%20filings/MarijuanaBriefMaster.05%20%28fern%29.doc,/Users/Jane/Documents/UIUC/452/final-project/marijuanachallenge/appeal transcript and filings/MarijuanaBriefMaster.05 (fern).doc,MarijuanaBriefMaster.05 (fern).doc,Container,Done,135680,File,doc,2008-11-16T20:02:18,FALSE,9f645d0ea925cfd7b48fd501b2bbca0b,1,fmt/40,application/msword,Microsoft Word Document,97-2003
52,27,file:/Users/Jane/Documents/UIUC/452/final-project/marijuanachallenge/appeal%20transcript%20and%20filings/Miron%20Affidavit-1.txt,/Users/Jane/Documents/UIUC/452/final-project/marijuanachallenge/appeal transcript and filings/Miron Affidavit-1.txt,Miron Affidavit-1.txt,Extension,Done,0,File,txt,2008-11-16T14:58:18,FALSE,d41d8cd98f00b204e9800998ecf8427e,1,x-fmt/111,text/plain,Plain Text File,
53,27,file:/Users/Jane/Documents/UIUC/452/final-project/marijuanachallenge/appeal%20transcript%20and%20filings/Saunders-Affid.-signed-1.txt,/Users/Jane/Documents/UIUC/452/final-project/marijuanachallenge/appeal transcript and filings/Saunders-Affid.-signed-1.txt,Saunders-Affid.-signed-1.txt,Extension,Done,0,File,txt,2008-11-16T15:00:40,FALSE,d41d8cd98f00b204e9800998ecf8427e,1,x-fmt/111,text/plain,Plain Text File,
37,27,file:/Users/Jane/Documents/UIUC/452/final-project/marijuanachallenge/appeal%20transcript%20and%20filings/barkow.paper.pdf,/Users/Jane/Documents/UIUC/452/final-project/marijuanachallenge/appeal transcript and filings/barkow.paper.pdf,barkow.paper.pdf,Signature,Done,252795,File,pdf,2008-11-17T14:23:28,FALSE,fa24f8ec71a15022ff415a6597a041d5,1,fmt/18,application/pdf,Acrobat PDF 1.4 - Portable Document Format,1.4
46,27,file:/Users/Jane/Documents/UIUC/452/final-project/marijuanachallenge/appeal%20transcript%20and%20filings/fern-charlie%20brief.01%2Bsarah%20footnotes.doc,/Users/Jane/Documents/UIUC/452/final-project/marijuanachallenge/appeal transcript and filings/fern-charlie brief.01+sarah footnotes.doc,fern-charlie brief.01+sarah footnotes.doc,Container,Done,71680,File,doc,2008-11-13T18:26:34,FALSE,97437067d86b88529213e80ab966cb07,1,fmt/40,application/msword,Microsoft Word Document,97-2003
48,27,file:/Users/Jane/Documents/UIUC/452/final-project/marijuanachallenge/appeal%20transcript%20and%20filings/fern-charlie%20brief.01.doc,/Users/Jane/Documents/UIUC/452/final-project/marijuanachallenge/appeal transcript and filings/fern-charlie brief.01.doc,fern-charlie brief.01.doc,Container,Done,80896,File,doc,2008-11-13T13:47:04,FALSE,17fd66fd8be9cd0be483e91dc16ba4d1,1,fmt/40,application/msword,Microsoft Word Document,97-2003
47,27,file:/Users/Jane/Documents/UIUC/452/final-project/marijuanachallenge/appeal%20transcript%20and%20filings/fern-charlie%20brief.doc,/Users/Jane/Documents/UIUC/452/final-project/marijuanachallenge/appeal transcript and filings/fern-charlie brief.doc,fern-charlie brief.doc,Container,Done,73728,File,doc,2008-11-12T11:09:44,FALSE,aa2c6dc5398b72d7e64a327a62e9e729,1,fmt/40,application/msword,Microsoft Word Document,97-2003
60,27,file:/Users/Jane/Documents/UIUC/452/final-project/marijuanachallenge/appeal%20transcript%20and%20filings/temp%20for%20printing.doc,/Users/Jane/Documents/UIUC/452/final-project/marijuanachallenge/appeal transcript and filings/temp for printing.doc,temp for printing.doc,Container,Done,48128,File,doc,2008-11-16T20:00:40,FALSE,96397fed50ef74ecad5b17b82d35c5af,1,fmt/40,application/msword,Microsoft Word Document,97-2003
55,27,file:/Users/Jane/Documents/UIUC/452/final-project/marijuanachallenge/appeal%20transcript%20and%20filings/%7E%24rijuanaBriefMaster.03%20%28fern%29.doc,/Users/Jane/Documents/UIUC/452/final-project/marijuanachallenge/appeal transcript and filings/~$rijuanaBriefMaster.03 (fern).doc,~$rijuanaBriefMaster.03 (fern).doc,Signature,Done,162,File,doc,2008-11-15T10:05:00,FALSE,3dbcb7d96c3b58f970d356ab292aadde,1,fmt/473,,Microsoft Office Owner File,
56,27,file:/Users/Jane/Documents/UIUC/452/final-project/marijuanachallenge/appeal%20transcript%20and%20filings/%7E%24rijuanaBriefMaster.04%20%28fern%29.doc,/Users/Jane/Documents/UIUC/452/final-project/marijuanachallenge/appeal transcript and filings/~$rijuanaBriefMaster.04 (fern).doc,~$rijuanaBriefMaster.04 (fern).doc,Signature,Done,162,File,doc,2008-11-16T10:31:58,FALSE,3dbcb7d96c3b58f970d356ab292aadde,1,fmt/473,,Microsoft Office Owner File,
57,27,file:/Users/Jane/Documents/UIUC/452/final-project/marijuanachallenge/appeal%20transcript%20and%20filings/%7E%24sick.juryselection%20transcript08-1.doc,/Users/Jane/Documents/UIUC/452/final-project/marijuanachallenge/appeal transcript and filings/~$sick.juryselection transcript08-1.doc,~$sick.juryselection transcript08-1.doc,Signature,Done,162,File,doc,2008-10-10T10:06:22,FALSE,1806e182117783f4d5490310167e4dc7,1,fmt/473,,Microsoft Office Owner File,
59,27,file:/Users/Jane/Documents/UIUC/452/final-project/marijuanachallenge/appeal%20transcript%20and%20filings/%7E%24sick.trialtranscript.doc,/Users/Jane/Documents/UIUC/452/final-project/marijuanachallenge/appeal transcript and filings/~$sick.trialtranscript.doc,~$sick.trialtranscript.doc,Signature,Done,162,File,doc,2008-09-29T06:39:56,FALSE,3d228d7d73fa37fdc4a76923d8c1b3b3,1,fmt/473,,Microsoft Office Owner File,
65,27,file:/Users/Jane/Documents/UIUC/452/final-project/marijuanachallenge/appeal%20transcript%20and%20filings/%7EWRL0814.tmp,/Users/Jane/Documents/UIUC/452/final-project/marijuanachallenge/appeal transcript and filings/~WRL0814.tmp,~WRL0814.tmp,Container,Done,142848,File,tmp,2008-11-15T14:24:02,TRUE,fb0c30e1ee8077dccf1e2e8b3695b8ad,1,fmt/40,application/msword,Microsoft Word Document,97-2003
61,27,file:/Users/Jane/Documents/UIUC/452/final-project/marijuanachallenge/appeal%20transcript%20and%20filings/%7EWRL0999.tmp,/Users/Jane/Documents/UIUC/452/final-project/marijuanachallenge/appeal transcript and filings/~WRL0999.tmp,~WRL0999.tmp,Container,Done,79872,File,tmp,2008-11-13T10:50:20,TRUE,f23007c9959210d1daf94dec2dd9e797,1,fmt/609,application/msword,Microsoft Word (Generic),6.0-2003
62,27,file:/Users/Jane/Documents/UIUC/452/final-project/marijuanachallenge/appeal%20transcript%20and%20filings/%7EWRL2627.tmp,/Users/Jane/Documents/UIUC/452/final-project/marijuanachallenge/appeal transcript and filings/~WRL2627.tmp,~WRL2627.tmp,Container,Done,144384,File,tmp,2008-11-15T15:27:40,TRUE,51e61a077a8f287a2393f83a8ab57fc4,1,fmt/40,application/msword,Microsoft Word Document,97-2003
66,27,file:/Users/Jane/Documents/UIUC/452/final-project/marijuanachallenge/appeal%20transcript%20and%20filings/%7EWRL3597.tmp,/Users/Jane/Documents/UIUC/452/final-project/marijuanachallenge/appeal transcript and filings/~WRL3597.tmp,~WRL3597.tmp,Container,Done,131072,File,tmp,2008-11-15T09:59:52,TRUE,69f023c42572b96f3b9b0e56b58ca912,1,fmt/40,application/msword,Microsoft Word Document,97-2003
63,2,file:/Users/Jane/Documents/UIUC/452/final-project/marijuanachallenge/cause/,/Users/Jane/Documents/UIUC/452/final-project/marijuanachallenge/cause,cause,,Done,,Folder,,2017-11-02T15:59:08,FALSE,,,,,,
67,63,file:/Users/Jane/Documents/UIUC/452/final-project/marijuanachallenge/cause/%24I30,/Users/Jane/Documents/UIUC/452/final-project/marijuanachallenge/cause/$I30,$I30,,Done,4096,File,,2008-10-02T08:43:20,FALSE,046464b8cd92213d8deff0ac5f2b3bbb,0,,,,
70,63,file:/Users/Jane/Documents/UIUC/452/final-project/marijuanachallenge/cause/Landetto.doc,/Users/Jane/Documents/UIUC/452/final-project/marijuanachallenge/cause/Landetto.doc,Landetto.doc,Container,Done,39936,File,doc,2008-09-30T06:51:44,FALSE,d03a0f55e1442d5e96272467750683e4,1,fmt/40,application/msword,Microsoft Word Document,97-2003
74,63,file:/Users/Jane/Documents/UIUC/452/final-project/marijuanachallenge/cause/massachusetts_and_witherspoo.doc,/Users/Jane/Documents/UIUC/452/final-project/marijuanachallenge/cause/massachusetts_and_witherspoo.doc,massachusetts_and_witherspoo.doc,Signature,Done,358795,File,doc,2008-09-30T07:29:18,TRUE,b330388eb0a77928b8ac342435a9c827,1,fmt/53,"application/rtf, text/rtf",Rich Text Format,1.8
68,2,file:/Users/Jane/Documents/UIUC/452/final-project/marijuanachallenge/client/,/Users/Jane/Documents/UIUC/452/final-project/marijuanachallenge/client,client,,Done,,Folder,,2017-11-02T15:59:08,FALSE,,,,,,
69,68,file:/Users/Jane/Documents/UIUC/452/final-project/marijuanachallenge/client/%24I30,/Users/Jane/Documents/UIUC/452/final-project/marijuanachallenge/client/$I30,$I30,,Done,4096,File,,2008-09-20T09:53:26,FALSE,7c3d54479af4725857ea7563d4d32bce,0,,,,
75,68,file:/Users/Jane/Documents/UIUC/452/final-project/marijuanachallenge/client/cusick.The%20New%20Boston%20Tea%20Party%20Opening-1.doc,/Users/Jane/Documents/UIUC/452/final-project/marijuanachallenge/client/cusick.The New Boston Tea Party Opening-1.doc,cusick.The New Boston Tea Party Opening-1.doc,Container,Done,59904,File,doc,2008-09-20T09:53:26,FALSE,af589b3b88a2dd9efd01019269cf6a11,1,fmt/40,application/msword,Microsoft Word Document,97-2003
72,68,file:/Users/Jane/Documents/UIUC/452/final-project/marijuanachallenge/client/%7E%24sick.The%20New%20Boston%20Tea%20Party%20Opening-1.doc,/Users/Jane/Documents/UIUC/452/final-project/marijuanachallenge/client/~$sick.The New Boston Tea Party Opening-1.doc,~$sick.The New Boston Tea Party Opening-1.doc,Signature,Done,162,File,doc,2008-09-20T09:53:26,FALSE,6a35880eef65b47edd4027c0513cbd23,1,fmt/473,,Microsoft Office Owner File,
77,2,file:/Users/Jane/Documents/UIUC/452/final-project/marijuanachallenge/commonwealth%20v.%20leis.355_Mass__189.doc,/Users/Jane/Documents/UIUC/452/final-project/marijuanachallenge/commonwealth v. leis.355_Mass__189.doc,commonwealth v. leis.355_Mass__189.doc,Container,Done,44544,File,doc,2008-09-30T17:57:56,FALSE,be59e5509bf0b0adb63a8ed05a2666e9,1,fmt/40,application/msword,Microsoft Word Document,97-2003
76,2,file:/Users/Jane/Documents/UIUC/452/final-project/marijuanachallenge/criminal%20complaint%20issued.pdf,/Users/Jane/Documents/UIUC/452/final-project/marijuanachallenge/criminal complaint issued.pdf,criminal complaint issued.pdf,Signature,Done,38682,File,pdf,2007-11-24T22:10:48,FALSE,381030ecc5c0bcdcd82e955a25e29b35,1,fmt/17,application/pdf,Acrobat PDF 1.3 - Portable Document Format,1.3
80,2,file:/Users/Jane/Documents/UIUC/452/final-project/marijuanachallenge/faculty%20workshop.01.doc,/Users/Jane/Documents/UIUC/452/final-project/marijuanachallenge/faculty workshop.01.doc,faculty workshop.01.doc,Container,Done,49152,File,doc,2008-05-01T20:12:40,FALSE,c99f0ee68e0e908771ac192befd7c075,1,fmt/40,application/msword,Microsoft Word Document,97-2003
159,2,file:/Users/Jane/Documents/UIUC/452/final-project/marijuanachallenge/first%20draft%20jury%20instructions.doc,/Users/Jane/Documents/UIUC/452/final-project/marijuanachallenge/first draft jury instructions.doc,first draft jury instructions.doc,Container,Done,38400,File,doc,2008-03-20T12:19:06,FALSE,749af67e82c4e19e0f37cab027511f76,1,fmt/40,application/msword,Microsoft Word Document,97-2003
106,2,file:/Users/Jane/Documents/UIUC/452/final-project/marijuanachallenge/first%20draft%20memo%20jury%20instructions.doc,/Users/Jane/Documents/UIUC/452/final-project/marijuanachallenge/first draft memo jury instructions.doc,first draft memo jury instructions.doc,Container,Done,31232,File,doc,2008-03-05T15:12:58,FALSE,a13b98134f462106af7a4a2d5142d367,1,fmt/40,application/msword,Microsoft Word Document,97-2003
107,2,file:/Users/Jane/Documents/UIUC/452/final-project/marijuanachallenge/fragment-%20good.doc,/Users/Jane/Documents/UIUC/452/final-project/marijuanachallenge/fragment- good.doc,fragment- good.doc,Container,Done,26112,File,doc,2008-08-01T08:22:36,FALSE,efca7f5d37fac8f275c157f40e6459ba,1,fmt/40,application/msword,Microsoft Word Document,97-2003
151,2,file:/Users/Jane/Documents/UIUC/452/final-project/marijuanachallenge/goodridge.txt,/Users/Jane/Documents/UIUC/452/final-project/marijuanachallenge/goodridge.txt,goodridge.txt,Extension,Done,234579,File,txt,2007-11-25T12:43:16,FALSE,5beeb7c2e04508b1ca49e98f2ec16ca1,1,x-fmt/111,text/plain,Plain Text File,
110,2,file:/Users/Jane/Documents/UIUC/452/final-project/marijuanachallenge/ladies%20and%20gentleman%20of%20the%20jury.0.1.doc,/Users/Jane/Documents/UIUC/452/final-project/marijuanachallenge/ladies and gentleman of the jury.0.1.doc,ladies and gentleman of the jury.0.1.doc,Container,Done,47104,File,doc,2008-03-05T13:13:10,FALSE,a432ceea7525d7ea145b4eb1197b086a,1,fmt/40,application/msword,Microsoft Word Document,97-2003
111,2,file:/Users/Jane/Documents/UIUC/452/final-project/marijuanachallenge/ladies%20and%20gentleman%20of%20the%20jury.0.2.doc,/Users/Jane/Documents/UIUC/452/final-project/marijuanachallenge/ladies and gentleman of the jury.0.2.doc,ladies and gentleman of the jury.0.2.doc,Container,Done,47104,File,doc,2008-03-05T13:51:28,FALSE,0e759ea42cee3ff9fe97bd820a5be9ea,1,fmt/40,application/msword,Microsoft Word Document,97-2003
113,2,file:/Users/Jane/Documents/UIUC/452/final-project/marijuanachallenge/mass%20declaration%20of%20rights.doc,/Users/Jane/Documents/UIUC/452/final-project/marijuanachallenge/mass declaration of rights.doc,mass declaration of rights.doc,Container,Done,34816,File,doc,2007-11-25T12:45:22,FALSE,0b51eb859905ea56e42f65a9536000e5,1,fmt/40,application/msword,Microsoft Word Document,97-2003
114,2,file:/Users/Jane/Documents/UIUC/452/final-project/marijuanachallenge/press%20conf.3.20.08.jpg,/Users/Jane/Documents/UIUC/452/final-project/marijuanachallenge/press conf.3.20.08.jpg,press conf.3.20.08.jpg,Signature,Done,30650,File,jpg,2008-03-29T15:46:38,FALSE,1b43c6627c25d4a4d643afaf3c4fae96,1,fmt/43,image/jpeg,JPEG File Interchange Format,1.01
120,2,file:/Users/Jane/Documents/UIUC/452/final-project/marijuanachallenge/presumption%20of%20liberty%20note%201.doc,/Users/Jane/Documents/UIUC/452/final-project/marijuanachallenge/presumption of liberty note 1.doc,presumption of liberty note 1.doc,Signature,Done,324591,File,doc,2007-11-22T10:16:12,TRUE,cef9a0275e95e09f4dab59fc257de4d0,1,fmt/53,"application/rtf, text/rtf",Rich Text Format,1.8
121,2,file:/Users/Jane/Documents/UIUC/452/final-project/marijuanachallenge/sande.tannerlecture.pdf,/Users/Jane/Documents/UIUC/452/final-project/marijuanachallenge/sande.tannerlecture.pdf,sande.tannerlecture.pdf,Signature,Done,114386,File,pdf,2008-09-29T06:49:06,FALSE,5edfeada027eebb8073a50aeb541e728,1,fmt/17,application/pdf,Acrobat PDF 1.3 - Portable Document Format,1.3
122,2,file:/Users/Jane/Documents/UIUC/452/final-project/marijuanachallenge/stroup-cusick%20draft.2.4.doc,/Users/Jane/Documents/UIUC/452/final-project/marijuanachallenge/stroup-cusick draft.2.4.doc,stroup-cusick draft.2.4.doc,Container,Done,33792,File,doc,2008-03-05T15:29:12,FALSE,7c91aeb0413c10cfb9287a3934a0d9b1,1,fmt/40,application/msword,Microsoft Word Document,97-2003
124,2,file:/Users/Jane/Documents/UIUC/452/final-project/marijuanachallenge/stroup-cusick%20draft.2.5.doc,/Users/Jane/Documents/UIUC/452/final-project/marijuanachallenge/stroup-cusick draft.2.5.doc,stroup-cusick draft.2.5.doc,Container,Done,32256,File,doc,2008-03-20T11:52:08,FALSE,54197f23b2758948b862d3710f23b138,1,fmt/40,application/msword,Microsoft Word Document,97-2003
125,2,file:/Users/Jane/Documents/UIUC/452/final-project/marijuanachallenge/%7E%24AFT%20INSTRUCTIONS.doc,/Users/Jane/Documents/UIUC/452/final-project/marijuanachallenge/~$AFT INSTRUCTIONS.doc,~$AFT INSTRUCTIONS.doc,Signature,Done,162,File,doc,2008-05-02T05:51:08,FALSE,c82ceb3178e3090d6ab7d07a3765ddb9,1,fmt/473,,Microsoft Office Owner File,
127,2,file:/Users/Jane/Documents/UIUC/452/final-project/marijuanachallenge/%7E%24ARF%20AND%20HANSEN%20condensed.doc,/Users/Jane/Documents/UIUC/452/final-project/marijuanachallenge/~$ARF AND HANSEN condensed.doc,~$ARF AND HANSEN condensed.doc,Signature,Done,162,File,doc,2008-06-08T10:19:30,FALSE,aae0f80074a030d1618a51ff66518a7f,1,fmt/473,,Microsoft Office Owner File,
128,2,file:/Users/Jane/Documents/UIUC/452/final-project/marijuanachallenge/%7E%24ARF%20AND%20HANSEN.doc,/Users/Jane/Documents/UIUC/452/final-project/marijuanachallenge/~$ARF AND HANSEN.doc,~$ARF AND HANSEN.doc,Signature,Done,162,File,doc,2008-03-30T20:26:22,FALSE,8d2546f9c5a7512098e7b498c26dd8f8,1,fmt/473,,Microsoft Office Owner File,
